bit_length=10 prime=547 G=(386, 359) n=547 Q=(286, 462)
Creating Quantum Circuit
(1/10)
(2/10)
(3/10)
(4/10)
(5/10)
(6/10)
(7/10)
(8/10)
(9/10)
(10/10)
Complete Quantum Circuit 561.683[s]
execute circuit 6340000/7000037 8:28:54.774
execute circuit 6350000/7000037 8:29:28.369
execute circuit 6360000/7000037 8:30:19.937
execute circuit 6370000/7000037 8:31:03.380
execute circuit 6380000/7000037 8:32:05.317
execute circuit 6390000/7000037 8:33:01.683
execute circuit 6400000/7000037 8:33:52.822
execute circuit 6410000/7000037 8:34:43.607
execute circuit 6420000/7000037 8:35:33.196
execute circuit 6430000/7000037 8:36:21.160
execute circuit 6440000/7000037 8:37:10.980
execute circuit 6450000/7000037 8:38:04.775
execute circuit 6460000/7000037 8:39:11.201
execute circuit 6470000/7000037 8:39:52.805
execute circuit 6480000/7000037 8:40:45.877
execute circuit 6490000/7000037 8:41:24.454
execute circuit 6500000/7000037 8:42:01.808
execute circuit 6510000/7000037 8:42:42.946
execute circuit 6520000/7000037 8:43:20.962
execute circuit 6530000/7000037 8:43:51.515
execute circuit 6540000/7000037 8:44:31.139
execute circuit 6550000/7000037 8:45:14.642
execute circuit 6560000/7000037 8:45:47.041
execute circuit 6570000/7000037 8:46:20.691
execute circuit 6580000/7000037 8:47:00.191
execute circuit 6590000/7000037 8:47:40.320
execute circuit 6600000/7000037 8:48:17.968
execute circuit 6610000/7000037 8:48:54.823
execute circuit 6620000/7000037 8:49:33.447
execute circuit 6630000/7000037 8:50:11.321
execute circuit 6640000/7000037 8:50:49.793
execute circuit 6650000/7000037 8:51:31.096
execute circuit 6660000/7000037 8:52:05.452
execute circuit 6670000/7000037 8:52:37.115
execute circuit 6680000/7000037 8:53:20.231
execute circuit 6690000/7000037 8:53:57.550
execute circuit 6700000/7000037 8:54:30.869
execute circuit 6710000/7000037 8:55:07.447
execute circuit 6720000/7000037 8:55:47.454
execute circuit 6730000/7000037 8:56:27.752
execute circuit 6740000/7000037 8:57:03.290
execute circuit 6750000/7000037 8:57:55.716
execute circuit 6760000/7000037 8:58:37.351
execute circuit 6770000/7000037 8:59:43.146
execute circuit 6780000/7000037 9:00:38.359
execute circuit 6790000/7000037 9:01:27.895
execute circuit 6800000/7000037 9:02:16.149
execute circuit 6810000/7000037 9:03:06.306
execute circuit 6820000/7000037 9:03:55.399
execute circuit 6830000/7000037 9:04:45.961
execute circuit 6840000/7000037 9:05:40.956
execute circuit 6850000/7000037 9:06:47.301
execute circuit 6860000/7000037 9:07:28.692
execute circuit 6870000/7000037 9:08:21.533
execute circuit 6880000/7000037 9:08:57.814
execute circuit 6890000/7000037 9:09:37.113
execute circuit 6900000/7000037 9:10:17.407
execute circuit 6910000/7000037 9:10:54.096
execute circuit 6920000/7000037 9:11:26.535
execute circuit 6930000/7000037 9:12:04.288
execute circuit 6940000/7000037 9:12:47.960
execute circuit 6950000/7000037 9:13:19.848
execute circuit 6960000/7000037 9:13:54.251
execute circuit 6970000/7000037 9:14:35.210
execute circuit 6980000/7000037 9:15:13.574
execute circuit 6990000/7000037 9:15:51.668
*OK: <0111101001 1011101011 0111101001 0010000111>=2, (489, 135)=True d=165
*OK: <0111111000 0010010010 0111101001 0010000111>=2, (489, 135)=True d=165
*OK: <1001001010 0110101001 0111101001 0010000111>=2, (489, 135)=True d=165
*OK: <1010000100 1100010000 0111101001 0010000111>=2, (489, 135)=True d=165
*OK: <1111011110 1001001000 0111101001 0010000111>=2, (489, 135)=True d=165
*OK: <1101011000 1101101000 0111101001 0010000111>=1, (489, 135)=True d=165
*OK: <1001111101 1000111110 0111101001 0010000111>=1, (489, 135)=True d=165
*OK: <0011110111 1101000101 0111101001 0010000111>=1, (489, 135)=True d=165
*OK: <1000000110 1000111001 0111101001 0010000111>=1, (489, 135)=True d=165
*OK: <1100010000 0110001110 0111101001 0010000111>=1, (489, 135)=True d=165
*OK: <0010101000 0010011000 0111101001 0010000111>=1, (489, 135)=True d=165
*OK: <1101010110 1000110100 0111101001 0010000111>=1, (489, 135)=True d=165
*OK: <0110101111 0110000100 0111101001 0010000111>=1, (489, 135)=True d=165
*OK: <0111011111 0011100010 0111101001 0010000111>=1, (489, 135)=True d=165
*OK: <1001110111 1010011110 0111101001 0010000111>=1, (489, 135)=True d=165
*OK: <0101110001 0110110010 0111101001 0010000111>=1, (489, 135)=True d=165
*OK: <1100010100 1111111000 0111101001 0010000111>=1, (489, 135)=True d=165
*OK: <0010010110 0010000111 0111101001 0010000111>=1, (489, 135)=True d=165
*OK: <0111111001 0111000111 0111101001 0010000111>=1, (489, 135)=True d=165
*OK: <1010011000 0001010110 0111101001 0010000111>=1, (489, 135)=True d=165
*OK: <1001111001 1111010011 0111101001 0010000111>=1, (489, 135)=True d=165
*OK: <0100011001 0011111100 0111101001 0010000111>=1, (489, 135)=True d=165
*OK: <1000101110 1110001111 0111101001 0010000111>=1, (489, 135)=True d=165
*OK: <1100011010 1110010111 0111101001 0010000111>=1, (489, 135)=True d=165
*OK: <0011011111 1110010101 0111101001 0010000111>=1, (489, 135)=True d=165
*OK: <1001000110 1100111111 0111101001 0010000111>=1, (489, 135)=True d=165
*OK: <1000001000 1101101110 0111101001 0010000111>=1, (489, 135)=True d=165
-NG: <1000100110 1010111111 0111101001 0010000111>=1, (489, 135)=True
*OK: <1010001100 0100011001 0111101001 0010000111>=1, (489, 135)=True d=165
*OK: <1101001100 0000101011 0111101001 0010000111>=1, (489, 135)=True d=165
*OK: <1010100110 0011001000 0111101001 0010000111>=1, (489, 135)=True d=165
*OK: <1011110010 1001000000 0111101001 0010000111>=1, (489, 135)=True d=165
*OK: <1111110111 0111110111 0111101001 0010000111>=1, (489, 135)=True d=165
*OK: <1101011011 0111010010 0111101001 0010000111>=1, (489, 135)=True d=165
*OK: <1010000100 1100010001 0111101001 0010000111>=1, (489, 135)=True d=165
*OK: <1000100101 0110000111 0111101001 0010000111>=1, (489, 135)=True d=165
*OK: <1001111111 1101110010 0111101001 0010000111>=1, (489, 135)=True d=165
*OK: <0110100101 1101111011 0111101001 0010000111>=1, (489, 135)=True d=165
*OK: <0100110001 0010101100 0111101001 0010000111>=1, (489, 135)=True d=165
*OK: <1011010000 0010001001 0111101001 0010000111>=1, (489, 135)=True d=165
-NG: <0001100000 0100010111 0111101001 0010000111>=1, (489, 135)=True
-NG: <0111001111 0011010010 0111101001 0010000111>=1, (489, 135)=True
*OK: <1011001111 1101010100 0111101001 0010000111>=1, (489, 135)=True d=165
*OK: <0000100000 0010000011 0111101001 0010000111>=1, (489, 135)=True d=165
*OK: <1100011100 0011001100 0111101001 0010000111>=1, (489, 135)=True d=165
*OK: <1000001010 0010100011 0111101001 0010000111>=1, (489, 135)=True d=165
*OK: <0011110100 0011011011 0111101001 0010000111>=1, (489, 135)=True d=165
*OK: <0011111001 0001111010 0111101001 0010000111>=1, (489, 135)=True d=165
*OK: <1011000011 0000010110 0111101001 0010000111>=1, (489, 135)=True d=165
*OK: <1101010100 0011111111 0111101001 0010000111>=1, (489, 135)=True d=165
*OK: <0010101110 0000110110 0111101001 0010000111>=1, (489, 135)=True d=165
*OK: <1100111111 1110111001 0111101001 0010000111>=1, (489, 135)=True d=165
*OK: <0010001101 1001111111 0111101001 0010000111>=1, (489, 135)=True d=165
*OK: <0101011110 0110100001 0111101001 0010000111>=1, (489, 135)=True d=165
*OK: <0011000110 1111100110 0111101001 0010000111>=1, (489, 135)=True d=165
*OK: <0010011011 0000100111 0111101001 0010000111>=1, (489, 135)=True d=165
*OK: <1111011101 0100010011 0111101001 0010000111>=1, (489, 135)=True d=165
*OK: <0101110110 0000011100 0111101001 0010000111>=1, (489, 135)=True d=165
*OK: <1101001001 0111000001 0111101001 0010000111>=1, (489, 135)=True d=165
*OK: <1001110011 0000110100 0111101001 0010000111>=1, (489, 135)=True d=165
-NG: <1100101111 1110101000 0111101001 0010000111>=1, (489, 135)=True
*OK: <0110111100 0111110110 0111101001 0010000111>=1, (489, 135)=True d=165
*OK: <1000111011 0000000010 0111101001 0010000111>=1, (489, 135)=True d=165
*OK: <1000000111 1000111001 0111101001 0010000111>=1, (489, 135)=True d=165
*OK: <0111000111 0100110011 0111101001 0010000111>=1, (489, 135)=True d=165
*OK: <0111000011 1011001001 0111101001 0010000111>=1, (489, 135)=True d=165
-NG: <0010110101 0100010010 0111101001 0010000111>=1, (489, 135)=True
*OK: <1010000110 0001000110 0111101001 0010000111>=1, (489, 135)=True d=165
*OK: <0010110010 1010100000 0111101001 0010000111>=1, (489, 135)=True d=165
*OK: <0101001001 0001011100 0111101001 0010000111>=1, (489, 135)=True d=165
-NG: <1011000111 1010001110 0111101001 0010000111>=1, (489, 135)=True
-NG: <1101000011 0010001100 0111101001 0010000111>=1, (489, 135)=True
*OK: <1111100100 0111100110 0111101001 0010000111>=1, (489, 135)=True d=165
*OK: <0001110110 0000000100 0111101001 0010000111>=1, (489, 135)=True d=165
*OK: <0011011011 0100101011 0111101001 0010000111>=1, (489, 135)=True d=165
*OK: <1111001010 1000110111 0111101001 0010000111>=1, (489, 135)=True d=165
*OK: <1011011010 1010010001 0111101001 0010000111>=1, (489, 135)=True d=165
*OK: <0110110000 1010111000 0111101001 0010000111>=1, (489, 135)=True d=165
*OK: <0000110001 1101011111 0111101001 0010000111>=1, (489, 135)=True d=165
-NG: <0100100001 0111010011 0111101001 0010000111>=1, (489, 135)=True
*OK: <1011010011 0110111110 0111101001 0010000111>=1, (489, 135)=True d=165
-NG: <1110011011 1011010110 0111101001 0010000111>=1, (489, 135)=True
*OK: <0111110000 1110111110 0111101001 0010000111>=1, (489, 135)=True d=165
*OK: <1111110101 0011000011 0111101001 0010000111>=1, (489, 135)=True d=165
*OK: <0101010001 0100101111 0111101001 0010000111>=1, (489, 135)=True d=165
*OK: <0011100110 0001101001 0111101001 0010000111>=1, (489, 135)=True d=165
*OK: <0001110100 1011001111 0111101001 0010000111>=1, (489, 135)=True d=165
*OK: <0011000101 1010110001 0111101001 0010000111>=1, (489, 135)=True d=165
-NG: <0101100000 1011010010 0111101001 0010000111>=1, (489, 135)=True
*OK: <0110000100 0111000011 0111101001 0010000111>=1, (489, 135)=True d=165
*OK: <0010001011 0101001010 0111101001 0010000111>=1, (489, 135)=True d=165
*OK: <0101000110 0111110010 0111101001 0010000111>=1, (489, 135)=True d=165
*OK: <0100100001 0111010000 0111101001 0010000111>=1, (489, 135)=True d=165
*OK: <1010101011 0001100111 0111101001 0010000111>=1, (489, 135)=True d=165
*OK: <0001101101 0111111011 0111101001 0010000111>=1, (489, 135)=True d=165
Success: d=165 count=90
