bit_length=12 prime=2089 G=(1417, 50) n=2143 Q=(1043, 1795)
Creating Quantum Circuit
set [(1417, 50), (1962, 331), (1407, 758)]
add 3/24 [(1470, 1139), (1951, 1572), (492, 646)] normal
add 6/24 [(1395, 1820), (1412, 364), (805, 636)] normal
add 9/24 [(1191, 180), (389, 1895), (229, 1146)] no double
add 12/24 [(1043, 1795), (1798, 721), (365, 1478)] 
add 15/24 [(1295, 681), (1881, 1592), (1240, 2010)] 
add 18/24 [(97, 111), (2, 648), (834, 118)] 
add 21/24 [(1348, 1739), (1375, 175), (731, 1520)] 
Complete aG+bQ
Complete Quantum Circuit 386.365[s]
*OK: <010110001010 001100111000 000100001100 010011011111>=1, (268, 1247)=True d=1384
*OK: <010001100100 101111101000 000100001100 010011011111>=1, (268, 1247)=True d=1384
*OK: <010111101010 011111100000 000100001100 010011011111>=1, (268, 1247)=True d=1384
*OK: <011010010110 100111011101 000100001100 010011011111>=1, (268, 1247)=True d=1384
*OK: <100011011010 010011001111 000100001100 010011011111>=1, (268, 1247)=True d=1384
*OK: <111110111001 000110101100 000100001100 010011011111>=1, (268, 1247)=True d=1384
*OK: <100000100011 111100101010 000100001100 010011011111>=1, (268, 1247)=True d=1384
*OK: <111010011011 111000000111 000100001100 010011011111>=1, (268, 1247)=True d=1384
*OK: <010010001110 111100111101 000100001100 010011011111>=1, (268, 1247)=True d=1384
*OK: <100011001000 001000100111 000100001100 010011011111>=1, (268, 1247)=True d=1384
*OK: <011000000101 100010001011 000100001100 010011011111>=1, (268, 1247)=True d=1384
*OK: <001110101010 000110010111 000100001100 010011011111>=1, (268, 1247)=True d=1384
*OK: <000010101000 110101010010 000100001100 010011011111>=1, (268, 1247)=True d=1384
*OK: <100100011010 010000100101 000100001100 010011011111>=1, (268, 1247)=True d=1384
*OK: <110101111010 101101100011 000100001100 010011011111>=1, (268, 1247)=True d=1384
*OK: <111011011010 100010110001 000100001100 010011011111>=1, (268, 1247)=True d=1384
*OK: <111100110011 111001011000 000100001100 010011011111>=1, (268, 1247)=True d=1384
*OK: <100001010011 000101111111 000100001100 010011011111>=1, (268, 1247)=True d=1384
*OK: <000101011110 001011110111 000100001100 010011011111>=1, (268, 1247)=True d=1384
*OK: <101011000010 101000011100 000100001100 010011011111>=1, (268, 1247)=True d=1384
-NG: <100100101101 101101111101 000100001100 010011011111>=1, (268, 1247)=True
*OK: <001000110100 100001001001 000100001100 010011011111>=1, (268, 1247)=True d=1384
-NG: <101111000100 101111000010 000100001100 010011011111>=1, (268, 1247)=True
*OK: <011110101111 100011010111 000100001100 010011011111>=1, (268, 1247)=True d=1384
-NG: <010001011110 110011011001 000100001100 010011011111>=1, (268, 1247)=True
*OK: <011000100001 001110001010 000100001100 010011011111>=1, (268, 1247)=True d=1384
*OK: <011100100000 000111011010 000100001100 010011011111>=1, (268, 1247)=True d=1384
*OK: <000111111001 001001001011 000100001100 010011011111>=1, (268, 1247)=True d=1384
*OK: <011111111001 101111010100 000100001100 010011011111>=1, (268, 1247)=True d=1384
*OK: <010111101110 110010001011 000100001100 010011011111>=1, (268, 1247)=True d=1384
*OK: <000111001111 010010100001 000100001100 010011011111>=1, (268, 1247)=True d=1384
*OK: <100111110010 111000100000 000100001100 010011011111>=1, (268, 1247)=True d=1384
*OK: <110011110110 001001100110 000100001100 010011011111>=1, (268, 1247)=True d=1384
*OK: <100101101001 101111001110 000100001100 010011011111>=1, (268, 1247)=True d=1384
-NG: <011110100110 000010010001 000100001100 010011011111>=1, (268, 1247)=True
*OK: <000111100010 101111110110 000100001100 010011011111>=1, (268, 1247)=True d=1384
*OK: <110100011111 101101100101 000100001100 010011011111>=1, (268, 1247)=True d=1384
*OK: <110111111100 101000001011 000100001100 010011011111>=1, (268, 1247)=True d=1384
*OK: <111110111101 011001010111 000100001100 010011011111>=1, (268, 1247)=True d=1384
*OK: <001100010111 010111101111 000100001100 010011011111>=1, (268, 1247)=True d=1384
*OK: <000000110100 011011111111 000100001100 010011011111>=1, (268, 1247)=True d=1384
*OK: <111111111100 101101010110 000100001100 010011011111>=1, (268, 1247)=True d=1384
*OK: <011111001101 111000101100 000100001100 010011011111>=1, (268, 1247)=True d=1384
*OK: <000110100000 110010100010 000100001100 010011011111>=1, (268, 1247)=True d=1384
*OK: <110010000101 000010111101 000100001100 010011011111>=1, (268, 1247)=True d=1384
*OK: <001000101001 010010011111 000100001100 010011011111>=1, (268, 1247)=True d=1384
*OK: <101111101011 011000010110 000100001100 010011011111>=1, (268, 1247)=True d=1384
*OK: <011001101011 110000110011 000100001100 010011011111>=1, (268, 1247)=True d=1384
*OK: <100110101111 101000100010 000100001100 010011011111>=1, (268, 1247)=True d=1384
*OK: <011000001010 011110001001 000100001100 010011011111>=1, (268, 1247)=True d=1384
*OK: <011001111101 001110001000 000100001100 010011011111>=1, (268, 1247)=True d=1384
*OK: <000111100111 101011110110 000100001100 010011011111>=1, (268, 1247)=True d=1384
*OK: <111010010001 000000001000 000100001100 010011011111>=1, (268, 1247)=True d=1384
*OK: <100111110110 100001110110 000100001100 010011011111>=1, (268, 1247)=True d=1384
*OK: <000001000101 001111111110 000100001100 010011011111>=1, (268, 1247)=True d=1384
*OK: <100111011101 001000100010 000100001100 010011011111>=1, (268, 1247)=True d=1384
*OK: <100000101011 100001111111 000100001100 010011011111>=1, (268, 1247)=True d=1384
*OK: <110110010010 011101100010 000100001100 010011011111>=1, (268, 1247)=True d=1384
*OK: <000101100010 011110100100 000100001100 010011011111>=1, (268, 1247)=True d=1384
*OK: <001000010101 001011110101 000100001100 010011011111>=1, (268, 1247)=True d=1384
*OK: <111011001110 101010110001 000100001100 010011011111>=1, (268, 1247)=True d=1384
*OK: <101000111001 001000011111 000100001100 010011011111>=1, (268, 1247)=True d=1384
*OK: <111000110011 101101011111 000100001100 010011011111>=1, (268, 1247)=True d=1384
*OK: <011110111110 101110000001 000100001100 010011011111>=1, (268, 1247)=True d=1384
*OK: <000101101111 111111111000 000100001100 010011011111>=1, (268, 1247)=True d=1384
*OK: <001001001011 010001001001 000100001100 010011011111>=1, (268, 1247)=True d=1384
*OK: <001100010011 000101000101 000100001100 010011011111>=1, (268, 1247)=True d=1384
*OK: <010001010110 001110010010 000100001100 010011011111>=1, (268, 1247)=True d=1384
*OK: <011001110011 111111011110 000100001100 010011011111>=1, (268, 1247)=True d=1384
-NG: <110100011001 110100001111 000100001100 010011011111>=1, (268, 1247)=True
*OK: <100011010001 101101111100 000100001100 010011011111>=1, (268, 1247)=True d=1384
*OK: <100100010110 111101111010 000100001100 010011011111>=1, (268, 1247)=True d=1384
*OK: <000111101111 010001001011 000100001100 010011011111>=1, (268, 1247)=True d=1384
-NG: <001111011010 001111101110 000100001100 010011011111>=1, (268, 1247)=True
*OK: <001111000011 011111101100 000100001100 010011011111>=1, (268, 1247)=True d=1384
-NG: <100110110100 001101110111 000100001100 010011011111>=1, (268, 1247)=True
-NG: <110110000011 100101100010 000100001100 010011011111>=1, (268, 1247)=True
-NG: <111111001110 001101001010 000100001100 010011011111>=1, (268, 1247)=True
*OK: <000111100000 000110100001 000100001100 010011011111>=1, (268, 1247)=True d=1384
*OK: <000000000110 111100000000 000100001100 010011011111>=1, (268, 1247)=True d=1384
*OK: <001001101011 001111110011 000100001100 010011011111>=1, (268, 1247)=True d=1384
*OK: <101110101000 001000010111 000100001100 010011011111>=1, (268, 1247)=True d=1384
-NG: <001110100101 011101000010 000100001100 010011011111>=1, (268, 1247)=True
*OK: <101111111100 001100010101 000100001100 010011011111>=1, (268, 1247)=True d=1384
-NG: <001011111000 111110011011 000100001100 010011011111>=1, (268, 1247)=True
*OK: <001001000011 101011110100 000100001100 010011011111>=1, (268, 1247)=True d=1384
-NG: <110101011000 000100111011 000100001100 010011011111>=1, (268, 1247)=True
*OK: <001000100001 000011110101 000100001100 010011011111>=1, (268, 1247)=True d=1384
*OK: <101010100111 100101110010 000100001100 010011011111>=1, (268, 1247)=True d=1384
*OK: <110111011101 010010110110 000100001100 010011011111>=1, (268, 1247)=True d=1384
*OK: <110101101011 100010111000 000100001100 010011011111>=1, (268, 1247)=True d=1384
*OK: <000110110100 001111110111 000100001100 010011011111>=1, (268, 1247)=True d=1384
Success: d=1384 count=88
